Time,Solar altitude,Solar azimute,Between angle,Temperature,Ground temperature,Insolation,Insolation to wall(W/m2),Wind velocity(m/s),h_c
2023-4-2 5:59:30,-4.505669295547739,99.07329439810876,99.07329439810876,10.11,6.8,,0.0,0.0,10.79
2023-4-2 5:59:40,-4.505669295547739,99.07329439810876,99.07329439810876,10.1,6.8,,0.0,0.0,10.79
2023-4-2 5:59:50,-4.505669295547739,99.07329439810876,99.07329439810876,10.1,6.8,,0.0,0.0,10.79
2023-4-2 6:0:0,-4.309713040494578,98.91878881047055,98.91878881047055,10.1,6.8,,0.0,0.0,10.79
2023-4-2 6:0:10,-4.309713040494578,98.91878881047055,98.91878881047055,10.1,6.8,,0.0,0.0,10.79
2023-4-2 6:0:20,-4.309713040494578,98.91878881047055,98.91878881047055,10.1,6.8,,0.0,0.0,10.79
2023-4-2 6:0:30,-4.309713040494578,98.91878881047055,98.91878881047055,10.1,6.8,,0.0,0.0,10.79
2023-4-2 6:0:40,-4.309713040494578,98.91878881047055,98.91878881047055,10.1,6.8,,0.0,0.0,10.79
2023-4-2 6:0:50,-4.309713040494578,98.91878881047055,98.91878881047055,10.09,6.81,,0.0,0.0,10.79
2023-4-2 6:1:0,-4.113673880580431,98.76442885106289,98.76442885106289,10.09,6.81,,0.0,0.0,10.79
2023-4-2 6:1:10,-4.113673880580431,98.76442885106289,98.76442885106289,10.09,6.81,,0.0,0.0,10.79
2023-4-2 6:1:20,-4.113673880580431,98.76442885106289,98.76442885106289,10.09,6.81,,0.0,0.0,10.79
2023-4-2 6:1:30,-4.113673880580431,98.76442885106289,98.76442885106289,10.09,6.81,,0.0,0.0,10.79
2023-4-2 6:1:40,-4.113673880580431,98.76442885106289,98.76442885106289,10.09,6.81,,0.0,0.0,10.79
2023-4-2 6:1:50,-4.113673880580431,98.76442885106289,98.76442885106289,10.09,6.81,,0.0,0.0,10.79
2023-4-2 6:2:0,-3.9175533152259767,98.61021085728554,98.61021085728554,10.09,6.81,,0.0,0.0,10.79
2023-4-2 6:2:10,-3.9175533152259767,98.61021085728554,98.61021085728554,10.09,6.81,,0.0,0.0,10.79
2023-4-2 6:2:20,-3.9175533152259767,98.61021085728554,98.61021085728554,10.08,6.82,,0.0,0.0,10.79
2023-4-2 6:2:30,-3.9175533152259767,98.61021085728554,98.61021085728554,10.08,6.82,,0.0,0.0,10.79
2023-4-2 6:2:40,-3.9175533152259767,98.61021085728554,98.61021085728554,10.08,6.82,,0.0,0.0,10.79
2023-4-2 6:2:50,-3.9175533152259767,98.61021085728554,98.61021085728554,10.08,6.82,,0.0,0.0,10.79
2023-4-2 6:3:0,-3.721352838586251,98.45613117190776,98.45613117190776,10.08,6.82,,0.0,0.0,10.79
2023-4-2 6:3:10,-3.721352838586251,98.45613117190776,98.45613117190776,10.08,6.82,,0.0,0.0,10.79
2023-4-2 6:3:20,-3.721352838586251,98.45613117190776,98.45613117190776,10.08,6.82,,0.0,0.0,10.79
2023-4-2 6:3:30,-3.721352838586251,98.45613117190776,98.45613117190776,10.08,6.82,,0.0,0.0,10.79
2023-4-2 6:3:40,-3.721352838586251,98.45613117190776,98.45613117190776,10.08,6.82,,0.0,0.0,10.79
2023-4-2 6:3:50,-3.721352838586251,98.45613117190776,98.45613117190776,10.07,6.83,,0.0,0.0,10.79
2023-4-2 6:4:0,-3.525073939678253,98.30218614285056,98.30218614285056,10.07,6.83,,0.0,0.0,10.79
2023-4-2 6:4:10,-3.525073939678253,98.30218614285056,98.30218614285056,10.07,6.83,,0.0,0.0,10.79
2023-4-2 6:4:20,-3.525073939678253,98.30218614285056,98.30218614285056,10.07,6.83,,0.0,0.0,10.79
2023-4-2 6:4:30,-3.525073939678253,98.30218614285056,98.30218614285056,10.07,6.83,,0.0,0.0,10.79
2023-4-2 6:4:40,-3.525073939678253,98.30218614285056,98.30218614285056,10.07,6.83,,0.0,0.0,10.79
2023-4-2 6:4:50,-3.525073939678253,98.30218614285056,98.30218614285056,10.07,6.83,,0.0,0.0,10.79
2023-4-2 6:5:0,-3.328718102508039,98.14837212296814,98.14837212296814,10.07,6.83,,0.0,0.0,10.79
2023-4-2 6:5:10,-3.328718102508039,98.14837212296814,98.14837212296814,10.07,6.83,,0.0,0.0,10.79
2023-4-2 6:5:20,-3.328718102508039,98.14837212296814,98.14837212296814,10.06,6.84,,0.0,0.0,10.79
2023-4-2 6:5:30,-3.328718102508039,98.14837212296814,98.14837212296814,10.06,6.84,,0.0,0.0,10.79
2023-4-2 6:5:40,-3.328718102508039,98.14837212296814,98.14837212296814,10.06,6.84,,0.0,0.0,10.79
2023-4-2 6:5:50,-3.328718102508039,98.14837212296814,98.14837212296814,10.06,6.84,,0.0,0.0,10.79
2023-4-2 6:6:0,-3.132286806197513,97.99468546982865,97.99468546982865,10.06,6.84,,0.0,0.0,10.79
2023-4-2 6:6:10,-3.132286806197513,97.99468546982865,97.99468546982865,10.06,6.84,,0.0,0.0,10.79
2023-4-2 6:6:20,-3.132286806197513,97.99468546982865,97.99468546982865,10.06,6.84,,0.0,0.0,10.79
2023-4-2 6:6:30,-3.132286806197513,97.99468546982865,97.99468546982865,10.06,6.84,,0.0,0.0,10.79
2023-4-2 6:6:40,-3.132286806197513,97.99468546982865,97.99468546982865,10.06,6.84,,0.0,0.0,10.79
2023-4-2 6:6:50,-3.132286806197513,97.99468546982865,97.99468546982865,10.05,6.85,,0.0,0.0,10.79
2023-4-2 6:7:0,-2.9357815251107686,97.841122545494,97.841122545494,10.05,6.85,,0.0,0.0,10.79
2023-4-2 6:7:10,-2.9357815251107686,97.841122545494,97.841122545494,10.05,6.85,,0.0,0.0,10.79
2023-4-2 6:7:20,-2.9357815251107686,97.841122545494,97.841122545494,10.05,6.85,,0.0,0.0,10.79
2023-4-2 6:7:30,-2.9357815251107686,97.841122545494,97.841122545494,10.05,6.85,,0.0,0.0,10.79
2023-4-2 6:7:40,-2.9357815251107686,97.841122545494,97.841122545494,10.05,6.85,,0.0,0.0,10.79
2023-4-2 6:7:50,-2.9357815251107686,97.841122545494,97.841122545494,10.05,6.85,,0.0,0.0,10.79
2023-4-2 6:8:0,-2.7392037289800584,97.68767971629914,97.68767971629914,10.05,6.85,,0.0,0.0,10.79
2023-4-2 6:8:10,-2.7392037289800584,97.68767971629914,97.68767971629914,10.05,6.85,,0.0,0.0,10.79
2023-4-2 6:8:20,-2.7392037289800584,97.68767971629914,97.68767971629914,10.04,6.86,,0.0,0.0,10.79
2023-4-2 6:8:30,-2.7392037289800584,97.68767971629914,97.68767971629914,10.04,6.86,,0.0,0.0,10.79
2023-4-2 6:8:40,-2.7392037289800584,97.68767971629914,97.68767971629914,10.04,6.86,,0.0,0.0,10.79
2023-4-2 6:8:50,-2.7392037289800584,97.68767971629914,97.68767971629914,10.04,6.86,,0.0,0.0,10.79
2023-4-2 6:9:0,-2.542554883031447,97.53435335263043,97.53435335263043,10.04,6.86,,0.0,0.0,10.79
2023-4-2 6:9:10,-2.542554883031447,97.53435335263043,97.53435335263043,10.04,6.86,,0.0,0.0,10.79
2023-4-2 6:9:20,-2.542554883031447,97.53435335263043,97.53435335263043,10.04,6.86,,0.0,0.0,10.79
2023-4-2 6:9:30,-2.542554883031447,97.53435335263043,97.53435335263043,10.04,6.86,,0.0,0.0,10.79
2023-4-2 6:9:40,-2.542554883031447,97.53435335263043,97.53435335263043,10.04,6.86,,0.0,0.0,10.79
2023-4-2 6:9:50,-2.542554883031447,97.53435335263043,97.53435335263043,10.03,6.87,,0.0,0.0,10.79
2023-4-2 6:10:0,-2.3458364481100187,97.38113982870324,97.38113982870324,10.03,6.87,,0.0,0.0,10.79
2023-4-2 6:10:10,-2.3458364481100187,97.38113982870324,97.38113982870324,10.03,6.87,,0.0,0.0,10.79
2023-4-2 6:10:20,-2.3458364481100187,97.38113982870324,97.38113982870324,10.03,6.87,,0.0,0.0,10.79
2023-4-2 6:10:30,-2.3458364481100187,97.38113982870324,97.38113982870324,10.03,6.87,,0.0,0.0,10.79
2023-4-2 6:10:40,-2.3458364481100187,97.38113982870324,97.38113982870324,10.03,6.87,,0.0,0.0,10.79
2023-4-2 6:10:50,-2.3458364481100187,97.38113982870324,97.38113982870324,10.03,6.87,,0.0,0.0,10.79
2023-4-2 6:11:0,-2.149049880804844,97.22803552233889,97.22803552233889,10.03,6.87,,0.0,0.0,10.79
2023-4-2 6:11:10,-2.149049880804844,97.22803552233889,97.22803552233889,10.03,6.87,,0.0,0.0,10.79
2023-4-2 6:11:20,-2.149049880804844,97.22803552233889,97.22803552233889,10.02,6.88,,0.0,0.0,10.79
2023-4-2 6:11:30,-2.149049880804844,97.22803552233889,97.22803552233889,10.02,6.88,,0.0,0.0,10.79
2023-4-2 6:11:40,-2.149049880804844,97.22803552233889,97.22803552233889,10.02,6.88,,0.0,0.0,10.79
2023-4-2 6:11:50,-2.149049880804844,97.22803552233889,97.22803552233889,10.02,6.88,,0.0,0.0,10.79
2023-4-2 6:12:0,-1.9521966335735805,97.07503681474073,97.07503681474073,10.02,6.88,,0.0,0.0,10.79
2023-4-2 6:12:10,-1.9521966335735805,97.07503681474073,97.07503681474073,10.02,6.88,,0.0,0.0,10.79
2023-4-2 6:12:20,-1.9521966335735805,97.07503681474073,97.07503681474073,10.02,6.88,,0.0,0.0,10.79
2023-4-2 6:12:30,-1.9521966335735805,97.07503681474073,97.07503681474073,10.02,6.88,,0.0,0.0,10.79
2023-4-2 6:12:40,-1.9521966335735805,97.07503681474073,97.07503681474073,10.02,6.88,,0.0,0.0,10.79
2023-4-2 6:12:50,-1.9521966335735805,97.07503681474073,97.07503681474073,10.01,6.89,,0.0,0.0,10.79
2023-4-2 6:13:0,-1.7552781548668108,96.92214009026958,96.92214009026958,10.01,6.89,,0.0,0.0,10.79
2023-4-2 6:13:10,-1.7552781548668108,96.92214009026958,96.92214009026958,10.01,6.89,,0.0,0.0,10.79
2023-4-2 6:13:20,-1.7552781548668108,96.92214009026958,96.92214009026958,10.01,6.89,,0.0,0.0,10.79
2023-4-2 6:13:30,-1.7552781548668108,96.92214009026958,96.92214009026958,10.01,6.89,,0.0,0.0,10.79
2023-4-2 6:13:40,-1.7552781548668108,96.92214009026958,96.92214009026958,10.01,6.89,,0.0,0.0,10.79
2023-4-2 6:13:50,-1.7552781548668108,96.92214009026958,96.92214009026958,10.01,6.89,,0.0,0.0,10.79
2023-4-2 6:14:0,-1.5582958892520027,96.76934173621825,96.76934173621825,10.01,6.89,,0.0,0.0,10.79
2023-4-2 6:14:10,-1.5582958892520027,96.76934173621825,96.76934173621825,10.01,6.89,,0.0,0.0,10.79
2023-4-2 6:14:20,-1.5582958892520027,96.76934173621825,96.76934173621825,10.0,6.9,,0.0,0.0,10.79
2023-4-2 6:14:30,-1.5582958892520027,96.76934173621825,96.76934173621825,10.0,6.9,,0.0,0.0,10.79
2023-4-2 6:14:40,-1.5582958892520027,96.76934173621825,96.76934173621825,10.0,6.9,,0.0,0.0,10.79
2023-4-2 6:14:50,-1.5582958892520027,96.76934173621825,96.76934173621825,10.0,6.9,,0.0,0.0,10.79
2023-4-2 6:15:0,-1.3612512775372925,96.6166381425854,96.6166381425854,10.0,6.9,,0.0,0.0,10.79
2023-4-2 6:15:10,-1.3612512775372925,96.6166381425854,96.6166381425854,10.0,6.9,,0.0,0.0,10.79
2023-4-2 6:15:20,-1.3612512775372925,96.6166381425854,96.6166381425854,10.0,6.9,,0.0,0.0,10.79
2023-4-2 6:15:30,-1.3612512775372925,96.6166381425854,96.6166381425854,10.0,6.9,,0.0,0.0,10.79
2023-4-2 6:15:40,-1.3612512775372925,96.6166381425854,96.6166381425854,10.0,6.9,,0.0,0.0,10.79
2023-4-2 6:15:50,-1.3612512775372925,96.6166381425854,96.6166381425854,9.99,6.91,,0.0,0.0,10.79
2023-4-2 6:16:0,-1.1641457568949503,96.46402570184864,96.46402570184864,9.99,6.91,,0.0,0.0,10.79
2023-4-2 6:16:10,-1.1641457568949503,96.46402570184864,96.46402570184864,9.99,6.91,,0.0,0.0,10.79
2023-4-2 6:16:20,-1.1641457568949503,96.46402570184864,96.46402570184864,9.99,6.91,,0.0,0.0,10.79
2023-4-2 6:16:30,-1.1641457568949503,96.46402570184864,96.46402570184864,9.99,6.91,,0.0,0.0,10.79
2023-4-2 6:16:40,-1.1641457568949503,96.46402570184864,96.46402570184864,9.99,6.91,,0.0,0.0,10.79
2023-4-2 6:16:50,-1.1641457568949503,96.46402570184864,96.46402570184864,9.99,6.91,,0.0,0.0,10.79
2023-4-2 6:17:0,-0.9669807609846077,96.3115008087368,96.3115008087368,9.99,6.91,,0.0,0.0,10.79
2023-4-2 6:17:10,-0.9669807609846077,96.3115008087368,96.3115008087368,9.99,6.91,,0.0,0.0,10.79
2023-4-2 6:17:20,-0.9669807609846077,96.3115008087368,96.3115008087368,9.98,6.92,,0.0,0.0,10.79
2023-4-2 6:17:30,-0.9669807609846077,96.3115008087368,96.3115008087368,9.98,6.92,,0.0,0.0,10.79
2023-4-2 6:17:40,-0.9669807609846077,96.3115008087368,96.3115008087368,9.98,6.92,,0.0,0.0,10.79
2023-4-2 6:17:50,-0.9669807609846077,96.3115008087368,96.3115008087368,9.98,6.92,,0.0,0.0,10.79
2023-4-2 6:18:0,-0.7697577200763034,96.15905986000143,96.15905986000143,9.98,6.92,,0.0,0.0,10.79
2023-4-2 6:18:10,-0.7697577200763034,96.15905986000143,96.15905986000143,9.98,6.92,,0.0,0.0,10.79
2023-4-2 6:18:20,-0.7697577200763034,96.15905986000143,96.15905986000143,9.98,6.92,,0.0,0.0,10.79
2023-4-2 6:18:30,-0.7697577200763034,96.15905986000143,96.15905986000143,9.98,6.92,,0.0,0.0,10.79
2023-4-2 6:18:40,-0.7697577200763034,96.15905986000143,96.15905986000143,9.98,6.92,,0.0,0.0,10.79
2023-4-2 6:18:50,-0.7697577200763034,96.15905986000143,96.15905986000143,9.97,6.93,,0.0,0.0,10.79
2023-4-2 6:19:0,-0.5724780611732055,96.00669925418762,96.00669925418762,9.97,6.93,,0.0,0.0,10.79
2023-4-2 6:19:10,-0.5724780611732055,96.00669925418762,96.00669925418762,9.97,6.93,,0.0,0.0,10.79
2023-4-2 6:19:20,-0.5724780611732055,96.00669925418762,96.00669925418762,9.97,6.93,,0.0,0.0,10.79
2023-4-2 6:19:30,-0.5724780611732055,96.00669925418762,96.00669925418762,9.97,6.93,,0.0,0.0,10.79
2023-4-2 6:19:40,-0.5724780611732055,96.00669925418762,96.00669925418762,9.97,6.93,,0.0,0.0,10.79
2023-4-2 6:19:50,-0.5724780611732055,96.00669925418762,96.00669925418762,9.97,6.93,,0.0,0.0,10.79
2023-4-2 6:20:0,-0.37514320813424396,95.85441539140389,95.85441539140389,9.97,6.93,,0.0,0.0,10.79
2023-4-2 6:20:10,-0.37514320813424396,95.85441539140389,95.85441539140389,9.97,6.93,,0.0,0.0,10.79
2023-4-2 6:20:20,-0.37514320813424396,95.85441539140389,95.85441539140389,9.96,6.94,,0.0,0.0,10.79
2023-4-2 6:20:30,-0.37514320813424396,95.85441539140389,95.85441539140389,9.96,6.94,,0.0,0.0,10.79
2023-4-2 6:20:40,-0.37514320813424396,95.85441539140389,95.85441539140389,9.96,6.94,,0.0,0.0,10.79
2023-4-2 6:20:50,-0.37514320813424396,95.85441539140389,95.85441539140389,9.96,6.94,,0.0,0.0,10.79
2023-4-2 6:21:0,-0.1777545817964907,95.70220467309133,95.70220467309133,9.96,6.94,,0.0,0.0,10.79
2023-4-2 6:21:10,-0.1777545817964907,95.70220467309133,95.70220467309133,9.96,6.94,,0.0,0.0,10.79
2023-4-2 6:21:20,-0.1777545817964907,95.70220467309133,95.70220467309133,9.96,6.94,,0.0,0.0,10.79
2023-4-2 6:21:30,-0.1777545817964907,95.70220467309133,95.70220467309133,9.96,6.94,,0.0,0.0,10.79
2023-4-2 6:21:40,-0.1777545817964907,95.70220467309133,95.70220467309133,9.96,6.94,,0.0,0.0,10.79
2023-4-2 6:21:50,-0.1777545817964907,95.70220467309133,95.70220467309133,9.95,6.95,,0.0,0.0,10.79
2023-4-2 6:22:0,0.019686399902570553,95.55006350179214,95.55006350179214,9.95,6.95,,0.0,0.0,10.79
2023-4-2 6:22:10,0.019686399902570553,95.55006350179214,95.55006350179214,9.95,6.95,,0.0,0.0,10.79
2023-4-2 6:22:20,0.019686399902570553,95.55006350179214,95.55006350179214,9.95,6.95,,0.0,0.0,10.79
2023-4-2 6:22:30,0.019686399902570553,95.55006350179214,95.55006350179214,9.95,6.95,,0.0,0.0,10.79
2023-4-2 6:22:40,0.019686399902570553,95.55006350179214,95.55006350179214,9.95,6.95,,0.0,0.0,10.79
2023-4-2 6:22:50,0.019686399902570553,95.55006350179214,95.55006350179214,9.95,6.95,,0.0,0.0,10.79
2023-4-2 6:23:0,0.21717832180302407,95.39798828091699,95.39798828091699,9.95,6.95,,0.0,0.0,10.79
2023-4-2 6:23:10,0.21717832180302407,95.39798828091699,95.39798828091699,9.95,6.95,,0.0,0.0,10.79
2023-4-2 6:23:20,0.21717832180302407,95.39798828091699,95.39798828091699,9.94,6.96,,0.0,0.0,10.79
2023-4-2 6:23:30,0.21717832180302407,95.39798828091699,95.39798828091699,9.94,6.96,,0.0,0.0,10.79
2023-4-2 6:23:40,0.21717832180302407,95.39798828091699,95.39798828091699,9.94,6.96,,0.0,0.0,10.79
2023-4-2 6:23:50,0.21717832180302407,95.39798828091699,95.39798828091699,9.94,6.96,,0.0,0.0,10.79
2023-4-2 6:24:0,0.4147197714005472,95.24597541451195,95.24597541451195,9.94,6.96,,0.0,0.0,10.79
2023-4-2 6:24:10,0.4147197714005472,95.24597541451195,95.24597541451195,9.94,6.96,,0.0,0.0,10.79
2023-4-2 6:24:20,0.4147197714005472,95.24597541451195,95.24597541451195,9.94,6.96,,0.0,0.0,10.79
2023-4-2 6:24:30,0.4147197714005472,95.24597541451195,95.24597541451195,9.94,6.96,,0.0,0.0,10.79
2023-4-2 6:24:40,0.4147197714005472,95.24597541451195,95.24597541451195,9.94,6.96,,0.0,0.0,10.79
2023-4-2 6:24:50,0.4147197714005472,95.24597541451195,95.24597541451195,9.93,6.97,,0.0,0.0,10.79
2023-4-2 6:25:0,0.6123093387246079,95.09402130702439,95.09402130702439,9.93,6.97,,0.0,0.0,10.79
2023-4-2 6:25:10,0.6123093387246079,95.09402130702439,95.09402130702439,9.93,6.97,,0.0,0.0,10.79
2023-4-2 6:25:20,0.6123093387246079,95.09402130702439,95.09402130702439,9.93,6.97,,0.0,0.0,10.79
2023-4-2 6:25:30,0.6123093387246079,95.09402130702439,95.09402130702439,9.93,6.97,,0.0,0.0,10.79
2023-4-2 6:25:40,0.6123093387246079,95.09402130702439,95.09402130702439,9.93,6.97,,0.0,0.0,10.79
2023-4-2 6:25:50,0.6123093387246079,95.09402130702439,95.09402130702439,9.93,6.97,,0.0,0.0,10.79
2023-4-2 6:26:0,0.8099456162167674,94.94212236306807,94.94212236306807,9.93,6.97,,0.0,0.0,10.79
2023-4-2 6:26:10,0.8099456162167674,94.94212236306807,94.94212236306807,9.93,6.97,,0.0,0.0,10.79
2023-4-2 6:26:20,0.8099456162167674,94.94212236306807,94.94212236306807,9.92,6.98,,0.0,0.0,10.79
2023-4-2 6:26:30,0.8099456162167674,94.94212236306807,94.94212236306807,9.92,6.98,,0.0,0.0,10.79
2023-4-2 6:26:40,0.8099456162167674,94.94212236306807,94.94212236306807,9.92,6.98,,0.0,0.0,10.79
2023-4-2 6:26:50,0.8099456162167674,94.94212236306807,94.94212236306807,9.92,6.98,,0.0,0.0,10.79
2023-4-2 6:27:0,1.0076271986090313,94.79027498718752,94.79027498718752,9.92,6.98,,0.0,0.0,10.79
2023-4-2 6:27:10,1.0076271986090313,94.79027498718752,94.79027498718752,9.92,6.98,,0.0,0.0,10.79
2023-4-2 6:27:20,1.0076271986090313,94.79027498718752,94.79027498718752,9.92,6.98,,0.0,0.0,10.79
2023-4-2 6:27:30,1.0076271986090313,94.79027498718752,94.79027498718752,9.92,6.98,,0.0,0.0,10.79
2023-4-2 6:27:40,1.0076271986090313,94.79027498718752,94.79027498718752,9.92,6.98,,0.0,0.0,10.79
2023-4-2 6:27:50,1.0076271986090313,94.79027498718752,94.79027498718752,9.91,6.99,,0.0,0.0,10.79
2023-4-2 6:28:0,1.2053526828023742,94.63847558362144,94.63847558362144,9.91,6.99,,0.0,0.0,10.79
2023-4-2 6:28:10,1.2053526828023742,94.63847558362144,94.63847558362144,9.91,6.99,,0.0,0.0,10.79
2023-4-2 6:28:20,1.2053526828023742,94.63847558362144,94.63847558362144,9.91,6.99,,0.0,0.0,10.79
2023-4-2 6:28:30,1.2053526828023742,94.63847558362144,94.63847558362144,9.91,6.99,,0.0,0.0,10.79
2023-4-2 6:28:40,1.2053526828023742,94.63847558362144,94.63847558362144,9.91,6.99,,0.0,0.0,10.79
2023-4-2 6:28:50,1.2053526828023742,94.63847558362144,94.63847558362144,9.91,6.99,,0.0,0.0,10.79
2023-4-2 6:29:0,1.4031206677452266,94.48672055606536,94.48672055606536,9.91,6.99,,0.0,0.0,10.79
2023-4-2 6:29:10,1.4031206677452266,94.48672055606536,94.48672055606536,9.91,6.99,,0.0,0.0,10.79
2023-4-2 6:29:20,1.4031206677452266,94.48672055606536,94.48672055606536,9.9,7.0,,0.0,0.0,10.79
2023-4-2 6:29:30,1.4031206677452266,94.48672055606536,94.48672055606536,9.9,7.0,,0.0,0.0,10.79
2023-4-2 6:29:40,1.4031206677452266,94.48672055606536,94.48672055606536,9.9,7.0,,0.0,0.0,10.79
2023-4-2 6:29:50,1.4031206677452266,94.48672055606536,94.48672055606536,9.9,7.0,,0.0,0.0,10.79
2023-4-2 6:30:0,1.6009297543120675,94.33500630743337,94.33500630743337,9.9,7.0,,0.0,0.0,10.79
2023-4-2 6:30:10,1.6009297543120675,94.33500630743337,94.33500630743337,9.9,7.0,,0.0,0.0,10.79
2023-4-2 6:30:20,1.6009297543120675,94.33500630743337,94.33500630743337,9.9,7.0,,0.0,0.0,10.79
2023-4-2 6:30:30,1.6009297543120675,94.33500630743337,94.33500630743337,9.9,7.0,,0.0,0.0,10.79
2023-4-2 6:30:40,1.6009297543120675,94.33500630743337,94.33500630743337,9.9,7.0,,0.0,0.0,10.79
2023-4-2 6:30:50,1.6009297543120675,94.33500630743337,94.33500630743337,9.89,7.01,,0.0,0.0,10.79
2023-4-2 6:31:0,1.7987785451819882,94.18332923961904,94.18332923961904,9.89,7.01,,0.0,0.0,10.79
2023-4-2 6:31:10,1.7987785451819882,94.18332923961904,94.18332923961904,9.89,7.01,,0.0,0.0,10.79
2023-4-2 6:31:20,1.7987785451819882,94.18332923961904,94.18332923961904,9.89,7.01,,0.0,0.0,10.79
2023-4-2 6:31:30,1.7987785451819882,94.18332923961904,94.18332923961904,9.89,7.01,,0.0,0.0,10.79
2023-4-2 6:31:40,1.7987785451819882,94.18332923961904,94.18332923961904,9.89,7.01,,0.0,0.0,10.79
2023-4-2 6:31:50,1.7987785451819882,94.18332923961904,94.18332923961904,9.89,7.01,,0.0,0.0,10.79
2023-4-2 6:32:0,1.996665644717369,94.03168575325542,94.03168575325542,9.89,7.01,,0.0,0.0,10.79
2023-4-2 6:32:10,1.996665644717369,94.03168575325542,94.03168575325542,9.89,7.01,,0.0,0.0,10.79
2023-4-2 6:32:20,1.996665644717369,94.03168575325542,94.03168575325542,9.88,7.02,,0.0,0.0,10.79
2023-4-2 6:32:30,1.996665644717369,94.03168575325542,94.03168575325542,9.88,7.02,,0.0,0.0,10.79
2023-4-2 6:32:40,1.996665644717369,94.03168575325542,94.03168575325542,9.88,7.02,,0.0,0.0,10.79
2023-4-2 6:32:50,1.996665644717369,94.03168575325542,94.03168575325542,9.88,7.02,,0.0,0.0,10.79
2023-4-2 6:33:0,2.1945896588424505,93.88007224747417,93.88007224747417,9.88,7.02,,0.0,0.0,10.79
2023-4-2 6:33:10,2.1945896588424505,93.88007224747417,93.88007224747417,9.88,7.02,,0.0,0.0,10.79
2023-4-2 6:33:20,2.1945896588424505,93.88007224747417,93.88007224747417,9.88,7.02,,0.0,0.0,10.79
2023-4-2 6:33:30,2.1945896588424505,93.88007224747417,93.88007224747417,9.88,7.02,,0.0,0.0,10.79
2023-4-2 6:33:40,2.1945896588424505,93.88007224747417,93.88007224747417,9.88,7.02,,0.0,0.0,10.79
2023-4-2 6:33:50,2.1945896588424505,93.88007224747417,93.88007224747417,9.87,7.03,,0.0,0.0,10.79
2023-4-2 6:34:0,2.3925491949219433,93.72848511966386,93.72848511966386,9.87,7.03,,0.0,0.0,10.79
2023-4-2 6:34:10,2.3925491949219433,93.72848511966386,93.72848511966386,9.87,7.03,,0.0,0.0,10.79
2023-4-2 6:34:20,2.3925491949219433,93.72848511966386,93.72848511966386,9.87,7.03,,0.0,0.0,10.79
2023-4-2 6:34:30,2.3925491949219433,93.72848511966386,93.72848511966386,9.87,7.03,,0.0,0.0,10.79
2023-4-2 6:34:40,2.3925491949219433,93.72848511966386,93.72848511966386,9.87,7.03,,0.0,0.0,10.79
2023-4-2 6:34:50,2.3925491949219433,93.72848511966386,93.72848511966386,9.87,7.03,,0.0,0.0,10.79
2023-4-2 6:35:0,2.5905428616395976,93.57692076522719,93.57692076522719,9.87,7.03,,0.0,0.0,10.79
2023-4-2 6:35:10,2.5905428616395976,93.57692076522719,93.57692076522719,9.87,7.03,,0.0,0.0,10.79
2023-4-2 6:35:20,2.5905428616395976,93.57692076522719,93.57692076522719,9.86,7.04,,0.0,0.0,10.79
2023-4-2 6:35:30,2.5905428616395976,93.57692076522719,93.57692076522719,9.86,7.04,,0.0,0.0,10.79
2023-4-2 6:35:40,2.5905428616395976,93.57692076522719,93.57692076522719,9.86,7.04,,0.0,0.0,10.79
2023-4-2 6:35:50,2.5905428616395976,93.57692076522719,93.57692076522719,9.86,7.04,,0.0,0.0,10.79
2023-4-2 6:36:0,2.788569268876674,93.42537557733753,93.42537557733753,9.86,7.04,,0.0,0.0,10.79
2023-4-2 6:36:10,2.788569268876674,93.42537557733753,93.42537557733753,9.86,7.04,,0.0,0.0,10.79
2023-4-2 6:36:20,2.788569268876674,93.42537557733753,93.42537557733753,9.86,7.04,,0.0,0.0,10.79
2023-4-2 6:36:30,2.788569268876674,93.42537557733753,93.42537557733753,9.86,7.04,,0.0,0.0,10.79
2023-4-2 6:36:40,2.788569268876674,93.42537557733753,93.42537557733753,9.86,7.04,,0.0,0.0,10.79
2023-4-2 6:36:50,2.788569268876674,93.42537557733753,93.42537557733753,9.85,7.05,,0.0,0.0,10.79
2023-4-2 6:37:0,2.9866270275904463,93.27384594669431,93.27384594669431,9.85,7.05,,0.0,0.0,10.79
2023-4-2 6:37:10,2.9866270275904463,93.27384594669431,93.27384594669431,9.85,7.05,,0.0,0.0,10.79
2023-4-2 6:37:20,2.9866270275904463,93.27384594669431,93.27384594669431,9.85,7.05,,0.0,0.0,10.79
2023-4-2 6:37:30,2.9866270275904463,93.27384594669431,93.27384594669431,9.85,7.05,,0.0,0.0,10.79
2023-4-2 6:37:40,2.9866270275904463,93.27384594669431,93.27384594669431,9.85,7.05,,0.0,0.0,10.79
2023-4-2 6:37:50,2.9866270275904463,93.27384594669431,93.27384594669431,9.85,7.05,,0.0,0.0,10.79
2023-4-2 6:38:0,3.184714749692522,93.12232826127762,93.12232826127762,9.85,7.05,,0.0,0.0,10.79
2023-4-2 6:38:10,3.184714749692522,93.12232826127762,93.12232826127762,9.85,7.05,,0.0,0.0,10.79
2023-4-2 6:38:20,3.184714749692522,93.12232826127762,93.12232826127762,9.84,7.06,,0.0,0.0,10.79
2023-4-2 6:38:30,3.184714749692522,93.12232826127762,93.12232826127762,9.84,7.06,,0.0,0.0,10.79
