Time,Solar altitude,Solar azimute,Between angle,Temperature,Ground temperature,Insolation,Insolation to wall(W/m2),Wind velocity(m/s),h_c
2023-4-1 0:0:0,-47.67889659765998,166.67797781427637,166.67797781427637,13.4,9.2,,0.0,0.0,10.79
2023-4-1 0:0:10,-47.67889659765998,166.67797781427637,166.67797781427637,13.4,9.2,,0.0,0.0,10.79
2023-4-1 0:0:20,-47.67889659765998,166.67797781427637,166.67797781427637,13.4,9.2,,0.0,0.0,10.79
2023-4-1 0:0:30,-47.67889659765998,166.67797781427637,166.67797781427637,13.39,9.19,,0.0,0.0,10.79
2023-4-1 0:0:40,-47.67889659765998,166.67797781427637,166.67797781427637,13.39,9.19,,0.0,0.0,10.79
2023-4-1 0:0:50,-47.67889659765998,166.67797781427637,166.67797781427637,13.39,9.19,,0.0,0.0,10.79
2023-4-1 0:1:0,-47.723997793265966,167.04242986019105,167.04242986019105,13.39,9.19,,0.0,0.0,10.79
2023-4-1 0:1:10,-47.723997793265966,167.04242986019105,167.04242986019105,13.38,9.18,,0.0,0.0,10.79
2023-4-1 0:1:20,-47.723997793265966,167.04242986019105,167.04242986019105,13.38,9.18,,0.0,0.0,10.79
2023-4-1 0:1:30,-47.723997793265966,167.04242986019105,167.04242986019105,13.38,9.18,,0.0,0.0,10.79
2023-4-1 0:1:40,-47.723997793265966,167.04242986019105,167.04242986019105,13.38,9.18,,0.0,0.0,10.79
2023-4-1 0:1:50,-47.723997793265966,167.04242986019105,167.04242986019105,13.38,9.18,,0.0,0.0,10.79
2023-4-1 0:2:0,-47.7678680574905,167.40752514420168,167.40752514420168,13.37,9.17,,0.0,0.0,10.79
2023-4-1 0:2:10,-47.7678680574905,167.40752514420168,167.40752514420168,13.37,9.17,,0.0,0.0,10.79
2023-4-1 0:2:20,-47.7678680574905,167.40752514420168,167.40752514420168,13.37,9.17,,0.0,0.0,10.79
2023-4-1 0:2:30,-47.7678680574905,167.40752514420168,167.40752514420168,13.37,9.17,,0.0,0.0,10.79
2023-4-1 0:2:40,-47.7678680574905,167.40752514420168,167.40752514420168,13.36,9.16,,0.0,0.0,10.79
2023-4-1 0:2:50,-47.7678680574905,167.40752514420168,167.40752514420168,13.36,9.16,,0.0,0.0,10.79
2023-4-1 0:3:0,-47.81050346359239,167.7732478452146,167.7732478452146,13.36,9.16,,0.0,0.0,10.79
2023-4-1 0:3:10,-47.81050346359239,167.7732478452146,167.7732478452146,13.36,9.16,,0.0,0.0,10.79
2023-4-1 0:3:20,-47.81050346359239,167.7732478452146,167.7732478452146,13.36,9.16,,0.0,0.0,10.79
2023-4-1 0:3:30,-47.81050346359239,167.7732478452146,167.7732478452146,13.35,9.15,,0.0,0.0,10.79
2023-4-1 0:3:40,-47.81050346359239,167.7732478452146,167.7732478452146,13.35,9.15,,0.0,0.0,10.79
2023-4-1 0:3:50,-47.81050346359239,167.7732478452146,167.7732478452146,13.35,9.15,,0.0,0.0,10.79
2023-4-1 0:4:0,-47.851900179827794,168.13958192417797,168.13958192417797,13.35,9.15,,0.0,0.0,10.79
2023-4-1 0:4:10,-47.851900179827794,168.13958192417797,168.13958192417797,13.34,9.14,,0.0,0.0,10.79
2023-4-1 0:4:20,-47.851900179827794,168.13958192417797,168.13958192417797,13.34,9.14,,0.0,0.0,10.79
2023-4-1 0:4:30,-47.851900179827794,168.13958192417797,168.13958192417797,13.34,9.14,,0.0,0.0,10.79
2023-4-1 0:4:40,-47.851900179827794,168.13958192417797,168.13958192417797,13.34,9.14,,0.0,0.0,10.79
2023-4-1 0:4:50,-47.851900179827794,168.13958192417797,168.13958192417797,13.34,9.14,,0.0,0.0,10.79
2023-4-1 0:5:0,-47.89205447105275,168.50651112834785,168.50651112834785,13.33,9.13,,0.0,0.0,10.79
2023-4-1 0:5:10,-47.89205447105275,168.50651112834785,168.50651112834785,13.33,9.13,,0.0,0.0,10.79
2023-4-1 0:5:20,-47.89205447105275,168.50651112834785,168.50651112834785,13.33,9.13,,0.0,0.0,10.79
2023-4-1 0:5:30,-47.89205447105275,168.50651112834785,168.50651112834785,13.33,9.13,,0.0,0.0,10.79
2023-4-1 0:5:40,-47.89205447105275,168.50651112834785,168.50651112834785,13.32,9.12,,0.0,0.0,10.79
2023-4-1 0:5:50,-47.89205447105275,168.50651112834785,168.50651112834785,13.32,9.12,,0.0,0.0,10.79
2023-4-1 0:6:0,-47.93096270029597,168.87401899572683,168.87401899572683,13.32,9.12,,0.0,0.0,10.79
2023-4-1 0:6:10,-47.93096270029597,168.87401899572683,168.87401899572683,13.32,9.12,,0.0,0.0,10.79
2023-4-1 0:6:20,-47.93096270029597,168.87401899572683,168.87401899572683,13.32,9.12,,0.0,0.0,10.79
2023-4-1 0:6:30,-47.93096270029597,168.87401899572683,168.87401899572683,13.31,9.11,,0.0,0.0,10.79
2023-4-1 0:6:40,-47.93096270029597,168.87401899572683,168.87401899572683,13.31,9.11,,0.0,0.0,10.79
2023-4-1 0:6:50,-47.93096270029597,168.87401899572683,168.87401899572683,13.31,9.11,,0.0,0.0,10.79
2023-4-1 0:7:0,-47.968621330300685,169.24208885967428,169.24208885967428,13.31,9.11,,0.0,0.0,10.79
2023-4-1 0:7:10,-47.968621330300685,169.24208885967428,169.24208885967428,13.3,9.1,,0.0,0.0,10.79
2023-4-1 0:7:20,-47.968621330300685,169.24208885967428,169.24208885967428,13.3,9.1,,0.0,0.0,10.79
2023-4-1 0:7:30,-47.968621330300685,169.24208885967428,169.24208885967428,13.3,9.1,,0.0,0.0,10.79
2023-4-1 0:7:40,-47.968621330300685,169.24208885967428,169.24208885967428,13.3,9.1,,0.0,0.0,10.79
2023-4-1 0:7:50,-47.968621330300685,169.24208885967428,169.24208885967428,13.3,9.1,,0.0,0.0,10.79
2023-4-1 0:8:0,-48.00502692503404,169.61070385368663,169.61070385368663,13.29,9.09,,0.0,0.0,10.79
2023-4-1 0:8:10,-48.00502692503404,169.61070385368663,169.61070385368663,13.29,9.09,,0.0,0.0,10.79
2023-4-1 0:8:20,-48.00502692503404,169.61070385368663,169.61070385368663,13.29,9.09,,0.0,0.0,10.79
2023-4-1 0:8:30,-48.00502692503404,169.61070385368663,169.61070385368663,13.29,9.09,,0.0,0.0,10.79
2023-4-1 0:8:40,-48.00502692503404,169.61070385368663,169.61070385368663,13.28,9.08,,0.0,0.0,10.79
2023-4-1 0:8:50,-48.00502692503404,169.61070385368663,169.61070385368663,13.28,9.08,,0.0,0.0,10.79
2023-4-1 0:9:0,-48.0401761511625,169.97984691634446,169.97984691634446,13.28,9.08,,0.0,0.0,10.79
2023-4-1 0:9:10,-48.0401761511625,169.97984691634446,169.97984691634446,13.28,9.08,,0.0,0.0,10.79
2023-4-1 0:9:20,-48.0401761511625,169.97984691634446,169.97984691634446,13.28,9.08,,0.0,0.0,10.79
2023-4-1 0:9:30,-48.0401761511625,169.97984691634446,169.97984691634446,13.27,9.07,,0.0,0.0,10.79
2023-4-1 0:9:40,-48.0401761511625,169.97984691634446,169.97984691634446,13.27,9.07,,0.0,0.0,10.79
2023-4-1 0:9:50,-48.0401761511625,169.97984691634446,169.97984691634446,13.27,9.07,,0.0,0.0,10.79
2023-4-1 0:10:0,-48.074065779491896,170.34950079642257,170.34950079642257,13.27,9.07,,0.0,0.0,10.79
2023-4-1 0:10:10,-48.074065779491896,170.34950079642257,170.34950079642257,13.26,9.06,,0.0,0.0,10.79
2023-4-1 0:10:20,-48.074065779491896,170.34950079642257,170.34950079642257,13.26,9.06,,0.0,0.0,10.79
2023-4-1 0:10:30,-48.074065779491896,170.34950079642257,170.34950079642257,13.26,9.06,,0.0,0.0,10.79
2023-4-1 0:10:40,-48.074065779491896,170.34950079642257,170.34950079642257,13.26,9.06,,0.0,0.0,10.79
2023-4-1 0:10:50,-48.074065779491896,170.34950079642257,170.34950079642257,13.26,9.06,,0.0,0.0,10.79
2023-4-1 0:11:0,-48.106692686370764,170.71964805816287,170.71964805816287,13.25,9.05,,0.0,0.0,10.79
2023-4-1 0:11:10,-48.106692686370764,170.71964805816287,170.71964805816287,13.25,9.05,,0.0,0.0,10.79
2023-4-1 0:11:20,-48.106692686370764,170.71964805816287,170.71964805816287,13.25,9.05,,0.0,0.0,10.79
2023-4-1 0:11:30,-48.106692686370764,170.71964805816287,170.71964805816287,13.25,9.05,,0.0,0.0,10.79
2023-4-1 0:11:40,-48.106692686370764,170.71964805816287,170.71964805816287,13.24,9.04,,0.0,0.0,10.79
2023-4-1 0:11:50,-48.106692686370764,170.71964805816287,170.71964805816287,13.24,9.04,,0.0,0.0,10.79
2023-4-1 0:12:0,-48.138053855055404,171.09027108670364,171.09027108670364,13.24,9.04,,0.0,0.0,10.79
2023-4-1 0:12:10,-48.138053855055404,171.09027108670364,171.09027108670364,13.24,9.04,,0.0,0.0,10.79
2023-4-1 0:12:20,-48.138053855055404,171.09027108670364,171.09027108670364,13.24,9.04,,0.0,0.0,10.79
2023-4-1 0:12:30,-48.138053855055404,171.09027108670364,171.09027108670364,13.23,9.03,,0.0,0.0,10.79
2023-4-1 0:12:40,-48.138053855055404,171.09027108670364,171.09027108670364,13.23,9.03,,0.0,0.0,10.79
2023-4-1 0:12:50,-48.138053855055404,171.09027108670364,171.09027108670364,13.23,9.03,,0.0,0.0,10.79
2023-4-1 0:13:0,-48.168146377035534,171.46135209366383,171.46135209366383,13.23,9.03,,0.0,0.0,10.79
2023-4-1 0:13:10,-48.168146377035534,171.46135209366383,171.46135209366383,13.22,9.02,,0.0,0.0,10.79
2023-4-1 0:13:20,-48.168146377035534,171.46135209366383,171.46135209366383,13.22,9.02,,0.0,0.0,10.79
2023-4-1 0:13:30,-48.168146377035534,171.46135209366383,171.46135209366383,13.22,9.02,,0.0,0.0,10.79
2023-4-1 0:13:40,-48.168146377035534,171.46135209366383,171.46135209366383,13.22,9.02,,0.0,0.0,10.79
2023-4-1 0:13:50,-48.168146377035534,171.46135209366383,171.46135209366383,13.22,9.02,,0.0,0.0,10.79
2023-4-1 0:14:0,-48.19696745331895,171.83287312287683,171.83287312287683,13.21,9.01,,0.0,0.0,10.79
2023-4-1 0:14:10,-48.19696745331895,171.83287312287683,171.83287312287683,13.21,9.01,,0.0,0.0,10.79
2023-4-1 0:14:20,-48.19696745331895,171.83287312287683,171.83287312287683,13.21,9.01,,0.0,0.0,10.79
2023-4-1 0:14:30,-48.19696745331895,171.83287312287683,171.83287312287683,13.21,9.01,,0.0,0.0,10.79
2023-4-1 0:14:40,-48.19696745331895,171.83287312287683,171.83287312287683,13.2,9.0,,0.0,0.0,10.79
2023-4-1 0:14:50,-48.19696745331895,171.83287312287683,171.83287312287683,13.2,9.0,,0.0,0.0,10.79
2023-4-1 0:15:0,-48.2245143956743,172.204816056274,172.204816056274,13.2,9.0,,0.0,0.0,10.79
2023-4-1 0:15:10,-48.2245143956743,172.204816056274,172.204816056274,13.2,9.0,,0.0,0.0,10.79
2023-4-1 0:15:20,-48.2245143956743,172.204816056274,172.204816056274,13.2,9.0,,0.0,0.0,10.79
2023-4-1 0:15:30,-48.2245143956743,172.204816056274,172.204816056274,13.19,8.99,,0.0,0.0,10.79
2023-4-1 0:15:40,-48.2245143956743,172.204816056274,172.204816056274,13.19,8.99,,0.0,0.0,10.79
2023-4-1 0:15:50,-48.2245143956743,172.204816056274,172.204816056274,13.19,8.99,,0.0,0.0,10.79
2023-4-1 0:16:0,-48.250784627830114,172.57716261990632,172.57716261990632,13.19,8.99,,0.0,0.0,10.79
2023-4-1 0:16:10,-48.250784627830114,172.57716261990632,172.57716261990632,13.18,8.98,,0.0,0.0,10.79
2023-4-1 0:16:20,-48.250784627830114,172.57716261990632,172.57716261990632,13.18,8.98,,0.0,0.0,10.79
2023-4-1 0:16:30,-48.250784627830114,172.57716261990632,172.57716261990632,13.18,8.98,,0.0,0.0,10.79
2023-4-1 0:16:40,-48.250784627830114,172.57716261990632,172.57716261990632,13.18,8.98,,0.0,0.0,10.79
2023-4-1 0:16:50,-48.250784627830114,172.57716261990632,172.57716261990632,13.18,8.98,,0.0,0.0,10.79
2023-4-1 0:17:0,-48.275775686629466,172.9498943901068,172.9498943901068,13.17,8.97,,0.0,0.0,10.79
2023-4-1 0:17:10,-48.275775686629466,172.9498943901068,172.9498943901068,13.17,8.97,,0.0,0.0,10.79
2023-4-1 0:17:20,-48.275775686629466,172.9498943901068,172.9498943901068,13.17,8.97,,0.0,0.0,10.79
2023-4-1 0:17:30,-48.275775686629466,172.9498943901068,172.9498943901068,13.17,8.97,,0.0,0.0,10.79
2023-4-1 0:17:40,-48.275775686629466,172.9498943901068,172.9498943901068,13.16,8.96,,0.0,0.0,10.79
2023-4-1 0:17:50,-48.275775686629466,172.9498943901068,172.9498943901068,13.16,8.96,,0.0,0.0,10.79
2023-4-1 0:18:0,-48.29948522313859,173.32299279978494,173.32299279978494,13.16,8.96,,0.0,0.0,10.79
2023-4-1 0:18:10,-48.29948522313859,173.32299279978494,173.32299279978494,13.16,8.96,,0.0,0.0,10.79
2023-4-1 0:18:20,-48.29948522313859,173.32299279978494,173.32299279978494,13.16,8.96,,0.0,0.0,10.79
2023-4-1 0:18:30,-48.29948522313859,173.32299279978494,173.32299279978494,13.15,8.95,,0.0,0.0,10.79
2023-4-1 0:18:40,-48.29948522313859,173.32299279978494,173.32299279978494,13.15,8.95,,0.0,0.0,10.79
2023-4-1 0:18:50,-48.29948522313859,173.32299279978494,173.32299279978494,13.15,8.95,,0.0,0.0,10.79
2023-4-1 0:19:0,-48.32191100370878,173.6964391448525,173.6964391448525,13.15,8.95,,0.0,0.0,10.79
2023-4-1 0:19:10,-48.32191100370878,173.6964391448525,173.6964391448525,13.14,8.94,,0.0,0.0,10.79
2023-4-1 0:19:20,-48.32191100370878,173.6964391448525,173.6964391448525,13.14,8.94,,0.0,0.0,10.79
2023-4-1 0:19:30,-48.32191100370878,173.6964391448525,173.6964391448525,13.14,8.94,,0.0,0.0,10.79
2023-4-1 0:19:40,-48.32191100370878,173.6964391448525,173.6964391448525,13.14,8.94,,0.0,0.0,10.79
2023-4-1 0:19:50,-48.32191100370878,173.6964391448525,173.6964391448525,13.14,8.94,,0.0,0.0,10.79
2023-4-1 0:20:0,-48.343050910989824,174.070214590766,174.070214590766,13.13,8.93,,0.0,0.0,10.79
2023-4-1 0:20:10,-48.343050910989824,174.070214590766,174.070214590766,13.13,8.93,,0.0,0.0,10.79
2023-4-1 0:20:20,-48.343050910989824,174.070214590766,174.070214590766,13.13,8.93,,0.0,0.0,10.79
2023-4-1 0:20:30,-48.343050910989824,174.070214590766,174.070214590766,13.13,8.93,,0.0,0.0,10.79
2023-4-1 0:20:40,-48.343050910989824,174.070214590766,174.070214590766,13.12,8.92,,0.0,0.0,10.79
2023-4-1 0:20:50,-48.343050910989824,174.070214590766,174.070214590766,13.12,8.92,,0.0,0.0,10.79
2023-4-1 0:21:0,-48.36290294489467,174.4443001791959,174.4443001791959,13.12,8.92,,0.0,0.0,10.79
2023-4-1 0:21:10,-48.36290294489467,174.4443001791959,174.4443001791959,13.12,8.92,,0.0,0.0,10.79
2023-4-1 0:21:20,-48.36290294489467,174.4443001791959,174.4443001791959,13.12,8.92,,0.0,0.0,10.79
2023-4-1 0:21:30,-48.36290294489467,174.4443001791959,174.4443001791959,13.11,8.91,,0.0,0.0,10.79
2023-4-1 0:21:40,-48.36290294489467,174.4443001791959,174.4443001791959,13.11,8.91,,0.0,0.0,10.79
2023-4-1 0:21:50,-48.36290294489467,174.4443001791959,174.4443001791959,13.11,8.91,,0.0,0.0,10.79
2023-4-1 0:22:0,-48.3814652235136,174.81867683479993,174.81867683479993,13.11,8.91,,0.0,0.0,10.79
2023-4-1 0:22:10,-48.3814652235136,174.81867683479993,174.81867683479993,13.1,8.9,,0.0,0.0,10.79
2023-4-1 0:22:20,-48.3814652235136,174.81867683479993,174.81867683479993,13.1,8.9,,0.0,0.0,10.79
2023-4-1 0:22:30,-48.3814652235136,174.81867683479993,174.81867683479993,13.1,8.9,,0.0,0.0,10.79
2023-4-1 0:22:40,-48.3814652235136,174.81867683479993,174.81867683479993,13.1,8.9,,0.0,0.0,10.79
2023-4-1 0:22:50,-48.3814652235136,174.81867683479993,174.81867683479993,13.1,8.9,,0.0,0.0,10.79
2023-4-1 0:23:0,-48.39873598397751,175.19332537211207,175.19332537211207,13.09,8.89,,0.0,0.0,10.79
2023-4-1 0:23:10,-48.39873598397751,175.19332537211207,175.19332537211207,13.09,8.89,,0.0,0.0,10.79
2023-4-1 0:23:20,-48.39873598397751,175.19332537211207,175.19332537211207,13.09,8.89,,0.0,0.0,10.79
2023-4-1 0:23:30,-48.39873598397751,175.19332537211207,175.19332537211207,13.09,8.89,,0.0,0.0,10.79
2023-4-1 0:23:40,-48.39873598397751,175.19332537211207,175.19332537211207,13.08,8.88,,0.0,0.0,10.79
2023-4-1 0:23:50,-48.39873598397751,175.19332537211207,175.19332537211207,13.08,8.88,,0.0,0.0,10.79
2023-4-1 0:24:0,-48.41471358326887,175.56822650252224,175.56822650252224,13.08,8.88,,0.0,0.0,10.79
2023-4-1 0:24:10,-48.41471358326887,175.56822650252224,175.56822650252224,13.08,8.88,,0.0,0.0,10.79
2023-4-1 0:24:20,-48.41471358326887,175.56822650252224,175.56822650252224,13.08,8.88,,0.0,0.0,10.79
2023-4-1 0:24:30,-48.41471358326887,175.56822650252224,175.56822650252224,13.07,8.87,,0.0,0.0,10.79
2023-4-1 0:24:40,-48.41471358326887,175.56822650252224,175.56822650252224,13.07,8.87,,0.0,0.0,10.79
2023-4-1 0:24:50,-48.41471358326887,175.56822650252224,175.56822650252224,13.07,8.87,,0.0,0.0,10.79
2023-4-1 0:25:0,-48.429396498979976,175.94336084136089,175.94336084136089,13.07,8.87,,0.0,0.0,10.79
2023-4-1 0:25:10,-48.429396498979976,175.94336084136089,175.94336084136089,13.06,8.86,,0.0,0.0,10.79
2023-4-1 0:25:20,-48.429396498979976,175.94336084136089,175.94336084136089,13.06,8.86,,0.0,0.0,10.79
2023-4-1 0:25:30,-48.429396498979976,175.94336084136089,175.94336084136089,13.06,8.86,,0.0,0.0,10.79
2023-4-1 0:25:40,-48.429396498979976,175.94336084136089,175.94336084136089,13.06,8.86,,0.0,0.0,10.79
2023-4-1 0:25:50,-48.429396498979976,175.94336084136089,175.94336084136089,13.06,8.86,,0.0,0.0,10.79
2023-4-1 0:26:0,-48.4427833300173,176.3187089150653,176.3187089150653,13.05,8.85,,0.0,0.0,10.79
2023-4-1 0:26:10,-48.4427833300173,176.3187089150653,176.3187089150653,13.05,8.85,,0.0,0.0,10.79
2023-4-1 0:26:20,-48.4427833300173,176.3187089150653,176.3187089150653,13.05,8.85,,0.0,0.0,10.79
2023-4-1 0:26:30,-48.4427833300173,176.3187089150653,176.3187089150653,13.05,8.85,,0.0,0.0,10.79
2023-4-1 0:26:40,-48.4427833300173,176.3187089150653,176.3187089150653,13.04,8.84,,0.0,0.0,10.79
2023-4-1 0:26:50,-48.4427833300173,176.3187089150653,176.3187089150653,13.04,8.84,,0.0,0.0,10.79
2023-4-1 0:27:0,-48.454872797251404,176.69425116843297,176.69425116843297,13.04,8.84,,0.0,0.0,10.79
2023-4-1 0:27:10,-48.454872797251404,176.69425116843297,176.69425116843297,13.04,8.84,,0.0,0.0,10.79
2023-4-1 0:27:20,-48.454872797251404,176.69425116843297,176.69425116843297,13.04,8.84,,0.0,0.0,10.79
2023-4-1 0:27:30,-48.454872797251404,176.69425116843297,176.69425116843297,13.03,8.83,,0.0,0.0,10.79
2023-4-1 0:27:40,-48.454872797251404,176.69425116843297,176.69425116843297,13.03,8.83,,0.0,0.0,10.79
2023-4-1 0:27:50,-48.454872797251404,176.69425116843297,176.69425116843297,13.03,8.83,,0.0,0.0,10.79
2023-4-1 0:28:0,-48.465663744111595,177.06996797194793,177.06996797194793,13.03,8.83,,0.0,0.0,10.79
2023-4-1 0:28:10,-48.465663744111595,177.06996797194793,177.06996797194793,13.02,8.82,,0.0,0.0,10.79
2023-4-1 0:28:20,-48.465663744111595,177.06996797194793,177.06996797194793,13.02,8.82,,0.0,0.0,10.79
2023-4-1 0:28:30,-48.465663744111595,177.06996797194793,177.06996797194793,13.02,8.82,,0.0,0.0,10.79
2023-4-1 0:28:40,-48.465663744111595,177.06996797194793,177.06996797194793,13.02,8.82,,0.0,0.0,10.79
2023-4-1 0:28:50,-48.465663744111595,177.06996797194793,177.06996797194793,13.02,8.82,,0.0,0.0,10.79
2023-4-1 0:29:0,-48.475155137124695,177.44583962917514,177.44583962917514,13.01,8.81,,0.0,0.0,10.79
2023-4-1 0:29:10,-48.475155137124695,177.44583962917514,177.44583962917514,13.01,8.81,,0.0,0.0,10.79
2023-4-1 0:29:20,-48.475155137124695,177.44583962917514,177.44583962917514,13.01,8.81,,0.0,0.0,10.79
2023-4-1 0:29:30,-48.475155137124695,177.44583962917514,177.44583962917514,13.01,8.81,,0.0,0.0,10.79
2023-4-1 0:29:40,-48.475155137124695,177.44583962917514,177.44583962917514,13.0,8.8,,0.0,0.0,10.79
2023-4-1 0:29:50,-48.475155137124695,177.44583962917514,177.44583962917514,13.0,8.8,,0.0,0.0,10.79
2023-4-1 0:30:0,-48.483346066397466,177.82184638422487,177.82184638422487,13.0,8.8,,0.0,0.0,10.79
2023-4-1 0:30:10,-48.483346066397466,177.82184638422487,177.82184638422487,13.0,8.8,,0.0,0.0,10.79
2023-4-1 0:30:20,-48.483346066397466,177.82184638422487,177.82184638422487,13.0,8.8,,0.0,0.0,10.79
2023-4-1 0:30:30,-48.483346066397466,177.82184638422487,177.82184638422487,12.99,8.79,,0.0,0.0,10.79
2023-4-1 0:30:40,-48.483346066397466,177.82184638422487,177.82184638422487,12.99,8.79,,0.0,0.0,10.79
2023-4-1 0:30:50,-48.483346066397466,177.82184638422487,177.82184638422487,12.99,8.79,,0.0,0.0,10.79
2023-4-1 0:31:0,-48.49023574604197,178.19796842926604,178.19796842926604,12.99,8.79,,0.0,0.0,10.79
2023-4-1 0:31:10,-48.49023574604197,178.19796842926604,178.19796842926604,12.98,8.78,,0.0,0.0,10.79
2023-4-1 0:31:20,-48.49023574604197,178.19796842926604,178.19796842926604,12.98,8.78,,0.0,0.0,10.79
2023-4-1 0:31:30,-48.49023574604197,178.19796842926604,178.19796842926604,12.98,8.78,,0.0,0.0,10.79
2023-4-1 0:31:40,-48.49023574604197,178.19796842926604,178.19796842926604,12.98,8.78,,0.0,0.0,10.79
2023-4-1 0:31:50,-48.49023574604197,178.19796842926604,178.19796842926604,12.98,8.78,,0.0,0.0,10.79
2023-4-1 0:32:0,-48.49582351454337,178.5741859120818,178.5741859120818,12.97,8.77,,0.0,0.0,10.79
2023-4-1 0:32:10,-48.49582351454337,178.5741859120818,178.5741859120818,12.97,8.77,,0.0,0.0,10.79
2023-4-1 0:32:20,-48.49582351454337,178.5741859120818,178.5741859120818,12.97,8.77,,0.0,0.0,10.79
2023-4-1 0:32:30,-48.49582351454337,178.5741859120818,178.5741859120818,12.97,8.77,,0.0,0.0,10.79
2023-4-1 0:32:40,-48.49582351454337,178.5741859120818,178.5741859120818,12.96,8.76,,0.0,0.0,10.79
2023-4-1 0:32:50,-48.49582351454337,178.5741859120818,178.5741859120818,12.96,8.76,,0.0,0.0,10.79
2023-4-1 0:33:0,-48.50010883507025,178.95047894369154,178.95047894369154,12.96,8.76,,0.0,0.0,10.79
2023-4-1 0:33:10,-48.50010883507025,178.95047894369154,178.95047894369154,12.96,8.76,,0.0,0.0,10.79
2023-4-1 0:33:20,-48.50010883507025,178.95047894369154,178.95047894369154,12.96,8.76,,0.0,0.0,10.79
2023-4-1 0:33:30,-48.50010883507025,178.95047894369154,178.95047894369154,12.95,8.75,,0.0,0.0,10.79
2023-4-1 0:33:40,-48.50010883507025,178.95047894369154,178.95047894369154,12.95,8.75,,0.0,0.0,10.79
2023-4-1 0:33:50,-48.50010883507025,178.95047894369154,178.95047894369154,12.95,8.75,,0.0,0.0,10.79
2023-4-1 0:34:0,-48.50309129572627,179.32682760597518,179.32682760597518,12.95,8.75,,0.0,0.0,10.79
2023-4-1 0:34:10,-48.50309129572627,179.32682760597518,179.32682760597518,12.94,8.74,,0.0,0.0,10.79
2023-4-1 0:34:20,-48.50309129572627,179.32682760597518,179.32682760597518,12.94,8.74,,0.0,0.0,10.79
2023-4-1 0:34:30,-48.50309129572627,179.32682760597518,179.32682760597518,12.94,8.74,,0.0,0.0,10.79
2023-4-1 0:34:40,-48.50309129572627,179.32682760597518,179.32682760597518,12.94,8.74,,0.0,0.0,10.79
2023-4-1 0:34:50,-48.50309129572627,179.32682760597518,179.32682760597518,12.94,8.74,,0.0,0.0,10.79
2023-4-1 0:35:0,-48.50477060974373,179.70321195934844,179.70321195934844,12.93,8.73,,0.0,0.0,10.79
2023-4-1 0:35:10,-48.50477060974373,179.70321195934844,179.70321195934844,12.93,8.73,,0.0,0.0,10.79
2023-4-1 0:35:20,-48.50477060974373,179.70321195934844,179.70321195934844,12.93,8.73,,0.0,0.0,10.79
2023-4-1 0:35:30,-48.50477060974373,179.70321195934844,179.70321195934844,12.93,8.73,,0.0,0.0,10.79
2023-4-1 0:35:40,-48.50477060974373,179.70321195934844,179.70321195934844,12.92,8.72,,0.0,0.0,10.79
2023-4-1 0:35:50,-48.50477060974373,179.70321195934844,179.70321195934844,12.92,8.72,,0.0,0.0,10.79
2023-4-1 0:36:0,-48.505146615618266,179.92038794956244,179.92038794956244,12.92,8.72,,0.0,0.0,10.79
2023-4-1 0:36:10,-48.505146615618266,179.92038794956244,179.92038794956244,12.92,8.72,,0.0,0.0,10.79
2023-4-1 0:36:20,-48.505146615618266,179.92038794956244,179.92038794956244,12.92,8.72,,0.0,0.0,10.79
2023-4-1 0:36:30,-48.505146615618266,179.92038794956244,179.92038794956244,12.91,8.71,,0.0,0.0,10.79
2023-4-1 0:36:40,-48.505146615618266,179.92038794956244,179.92038794956244,12.91,8.71,,0.0,0.0,10.79
2023-4-1 0:36:50,-48.505146615618266,179.92038794956244,179.92038794956244,12.91,8.71,,0.0,0.0,10.79
2023-4-1 0:37:0,-48.5042192771848,179.5439920801669,179.5439920801669,12.91,8.71,,0.0,0.0,10.79
2023-4-1 0:37:10,-48.5042192771848,179.5439920801669,179.5439920801669,12.9,8.7,,0.0,0.0,10.79
2023-4-1 0:37:20,-48.5042192771848,179.5439920801669,179.5439920801669,12.9,8.7,,0.0,0.0,10.79
2023-4-1 0:37:30,-48.5042192771848,179.5439920801669,179.5439920801669,12.9,8.7,,0.0,0.0,10.79
2023-4-1 0:37:40,-48.5042192771848,179.5439920801669,179.5439920801669,12.9,8.7,,0.0,0.0,10.79
2023-4-1 0:37:50,-48.5042192771848,179.5439920801669,179.5439920801669,12.9,8.7,,0.0,0.0,10.79
2023-4-1 0:38:0,-48.5019886836345,179.16762039029553,179.16762039029553,12.89,8.69,,0.0,0.0,10.79
2023-4-1 0:38:10,-48.5019886836345,179.16762039029553,179.16762039029553,12.89,8.69,,0.0,0.0,10.79
2023-4-1 0:38:20,-48.5019886836345,179.16762039029553,179.16762039029553,12.89,8.69,,0.0,0.0,10.79
2023-4-1 0:38:30,-48.5019886836345,179.16762039029553,179.16762039029553,12.89,8.69,,0.0,0.0,10.79
2023-4-1 0:38:40,-48.5019886836345,179.16762039029553,179.16762039029553,12.88,8.68,,0.0,0.0,10.79
2023-4-1 0:38:50,-48.5019886836345,179.16762039029553,179.16762039029553,12.88,8.68,,0.0,0.0,10.79
2023-4-1 0:39:0,-48.498455049472824,178.79129282841234,178.79129282841234,12.88,8.68,,0.0,0.0,10.79
2023-4-1 0:39:10,-48.498455049472824,178.79129282841234,178.79129282841234,12.88,8.68,,0.0,0.0,10.79
